Number of Features,Eliminated Feature,MSE,MAE,RMSE,MAPE,SMAPE
63,TRANGE,0.0002562737828391,0.0036184320782278,0.0160085534274389,5235873279.075282,5235873279.075282
36,EMA,0.0002562779924001,0.0036789309644931,0.0160086849053932,5246700374.676295,5246700374.676295
67,WMA,0.0002562866058119,0.0036054367644994,0.0160089539262232,5298059003.411501,5298059003.411501
28,1. open,0.0002563640155995,0.0045941611822036,0.016011371446554,8110781975.0401325,8110781975.0401325
23,PLUS_DI,0.0002564441064649,0.0036417616502656,0.0160138723132448,5653451757.628898,5653451757.628898
63,MIDPOINT,0.0002564598823686,0.0036223698864249,0.0160143648755938,5235873279.075218,5235873279.075218
5,KAMA,0.0002564676763941,0.0037441637337228,0.0160146082185657,5003705566.285912,5003705566.285912
59,Real Upper Band,0.0002565000648225,0.0035761128792992,0.0160156194017751,5617779485.150746,5617779485.150746
47,EMA,0.0002565303041552,0.0036922942007641,0.0160165634315007,5235873279.075378,5235873279.075378
63,PPO,0.0002565691861444,0.0036205482505463,0.0160177771911234,5235873279.075197,5235873279.075197
63,APO,0.0002565691861444,0.0036205482505463,0.0160177771911234,5235873279.075197,5235873279.075197
11,Real Lower Band,0.0002565898564007,0.0036424031525738,0.0160184224067409,5653451757.628655,5653451757.628655
22,PPO,0.0002565915753665,0.0035872401057102,0.0160184760625532,5653451757.628794,5653451757.628794
22,APO,0.0002565915753665,0.0035872401057102,0.0160184760625532,5653451757.628794,5653451757.628794
55,MACD,0.0002566090451089,0.0036093374998747,0.0160190213530341,5235873279.075214,5235873279.075214
65,MIDPRICE,0.0002566661836348,0.0035960548557184,0.0160208047124616,5298059003.411084,5298059003.411084
63,ADXR,0.0002567051595318,0.0036286530019611,0.0160220210813682,5235873279.075294,5235873279.075294
65,BOP,0.000256709552775,0.0035937474327769,0.016022158180938,5298059003.411246,5298059003.411246
55,MACD_Hist,0.0002567274031008,0.0036183351995631,0.0160227152224864,5235873279.0752325,5235873279.0752325
41,1. open,0.0002567492516844,0.0041791353218152,0.0160233970082631,6860273054.137357,6860273054.137357
31,EMA,0.0002567618189014,0.003594671541825,0.0160237891555481,5628606580.751628,5628606580.751628
54,Real Upper Band,0.0002567907078614,0.0035729616695976,0.0160246905699134,5617779485.1508875,5617779485.1508875
63,Real Upper Band,0.000256795581709,0.0035590608346963,0.0160248426422549,5617779485.150779,5617779485.150779
26,1. open,0.000256836920858,0.0045851040240496,0.0160261324360561,8110781975.039724,8110781975.039724
32,TEMA,0.0002569533438012,0.0036147588453748,0.0160297643089735,6507876548.51435,6507876548.51435
22,FastK,0.0002569789852509,0.0035695446767582,0.016030564096467,5653451757.62862,5653451757.62862
39,TEMA,0.0002569901442752,0.0036550999717742,0.0160309121473258,4793171230.88536,4793171230.88536
55,KAMA,0.0002569981924692,0.0036348668155163,0.0160311631664465,5058308481.575216,5058308481.575216
51,SINE,0.0002570405663409,0.0035927683565236,0.01603248472137,5235873279.075012,5235873279.075012
27,TEMA,0.0002570771751467,0.0035719185621333,0.016033626387901,7363384760.5591955,7363384760.5591955
55,TRIMA,0.0002570864460844,0.0036225061050542,0.0160339154944915,5235873279.075236,5235873279.075236
64,ADOSC,0.0002571020072035,0.0036148809582564,0.0160344007435111,5298059003.411249,5298059003.411249
66,Real Lower Band,0.0002571063765679,0.0036108079006717,0.0160345369926264,5298059003.411005,5298059003.411005
20,1. open,0.0002571803353051,0.0046182429333533,0.016036843059193,8110781975.040083,8110781975.040083
55,MACD_Signal,0.0002571840372011,0.0036200610846013,0.0160369584772543,5235873279.075278,5235873279.075278
51,SMA,0.0002571945895665,0.0035937622688372,0.0160372874753343,5235873279.074923,5235873279.074923
10,TEMA,0.0002572139464762,0.003669398930254,0.0160378909609798,9207862005.805471,9207862005.805471
56,AROONOSC,0.0002572250737768,0.0035870693339808,0.0160382378638319,5235873279.075046,5235873279.075046
47,MINUS_DI,0.0002573531543239,0.0036089404524665,0.0160422303413204,5235873279.075089,5235873279.075089
55,TEMA,0.0002573550097288,0.0035816236230087,0.016042288169986,4793171230.884673,4793171230.884673
56,MFI,0.0002573559533212,0.0036289934389121,0.0160423175794925,5235873279.075139,5235873279.075139
62,1. open,0.0002574167210173,0.0040973156984548,0.0160442114489092,6366573764.998465,6366573764.998465
58,Real Upper Band,0.0002574697258506,0.0035822854530691,0.0160458632005468,5617779485.150818,5617779485.150818
14,1. open,0.0002575911555953,0.0047442598904581,0.0160496465878642,8899223483.908142,8899223483.908142
64,MIDPRICE,0.000257650421196,0.0035748327296255,0.0160514928027281,5298059003.411028,5298059003.411028
56,Aroon Down,0.0002577442941861,0.0035685702007581,0.0160544166566748,5235873279.074983,5235873279.074983
54,PLUS_DI,0.0002577582397574,0.0036027719921326,0.0160548509727576,5235873279.074898,5235873279.074898
44,TEMA,0.0002577776932402,0.0036628844238137,0.0160554568057171,4793171230.885344,4793171230.885344
65,PPO,0.0002578002268386,0.003611552667796,0.0160561585330568,5298059003.4113,5298059003.4113
65,APO,0.0002578002268386,0.003611552667796,0.0160561585330568,5298059003.4113,5298059003.4113
64,LEAD SINE,0.0002578396275203,0.0035895512506146,0.01605738545095,5298059003.411093,5298059003.411093
49,MINUS_DI,0.0002579878171306,0.0035599988036059,0.0160619991635724,5235873279.075218,5235873279.075218
67,Real Lower Band,0.0002580238903402,0.0036118118133352,0.0160631220608012,5298059003.411576,5298059003.411576
66,3. low,0.0002580444682633,0.0036396146661968,0.0160637625811434,5308886099.012315,5308886099.012315
55,SMA,0.0002580742660049,0.0036187969756805,0.0160646900376255,5235873279.075238,5235873279.075238
64,ATR,0.000258087583863,0.0036191892290834,0.0160651045394375,5298059003.411275,5298059003.411275
10,SAR,0.0002581433553683,0.0037617193484604,0.0160668402422002,5003705566.285434,5003705566.285434
66,Real Middle Band,0.0002582277313591,0.0036258778083349,0.0160694658081442,5298059003.411043,5298059003.411043
6,Real Lower Band,0.0002584042351873,0.0037564535304815,0.0160749567709318,5003705566.286025,5003705566.286025
52,SINE,0.0002584797846844,0.0035909551596029,0.016077306512115,5235873279.075171,5235873279.075171
54,DEMA,0.000258501567415,0.0035883122527169,0.0160779839350296,5235873279.074962,5235873279.074962
64,NATR,0.0002585249242299,0.0036302450428799,0.0160787102788099,5298059003.411296,5298059003.411296
51,3. low,0.0002585486478139,0.00359666948518,0.0160794479946908,5246700374.675828,5246700374.675828
66,QUADRATURE,0.0002585563058504,0.0035525911811611,0.0160796861241286,5235873279.07482,5235873279.07482
22,EMA,0.0002585772356904,0.0035320417327831,0.0160803369271445,5653451757.628418,5653451757.628418
67,TRIX,0.0002586403277136,0.0035589613360684,0.0160822985830282,5298059003.41138,5298059003.41138
56,DEMA,0.0002586409364752,0.003622083872657,0.016082317509464,5235873279.075193,5235873279.075193
50,PLUS_DM,0.0002586687124143,0.003619364015095,0.0160831810415218,5235873279.075203,5235873279.075203
18,1. open,0.0002586899693568,0.0046549590535074,0.0160838418717933,8110781975.040126,8110781975.040126
18,TEMA,0.0002587038907894,0.003600008266267,0.0160842746429381,7074302528.462486,7074302528.462486
65,SAR,0.000258732564007,0.0036017939857629,0.0160851659614392,4855356955.220775,4855356955.220775
50,1. open,0.0002587731914255,0.0041125835059572,0.0160864287965222,7436967774.971298,7436967774.971298
63,Aroon Down,0.0002588553443798,0.0035900219868131,0.0160889820802872,5235873279.075261,5235873279.075261
55,DEMA,0.0002589226778156,0.003622849083865,0.0160910744767279,5235873279.07519,5235873279.07519
23,TRANGE,0.0002590503723432,0.0036103584135834,0.0160950418559017,5653451757.628569,5653451757.628569
6,KAMA,0.0002591214756028,0.003746596595646,0.0160972505603558,5003705566.285903,5003705566.285903
58,TEMA,0.0002591255949393,0.0035945044735708,0.0160973785114008,4793171230.884702,4793171230.884702
59,TEMA,0.0002591845391341,0.0036267348794393,0.0160992092704611,4793171230.884764,4793171230.884764
63,TRIX,0.0002591931971541,0.0036067239025507,0.0160994781640337,5235873279.075238,5235873279.075238
52,DEMA,0.0002593774196641,0.0036279951229321,0.0161051985291749,5235873279.0751915,5235873279.0751915
67,AROONOSC,0.0002594170065523,0.0035707823598674,0.0161064274919171,5298059003.41135,5298059003.41135
52,TEMA,0.000259629073662,0.0036085747814769,0.0161130094539166,4793171230.88478,4793171230.88478
66,HT_TRENDLINE,0.0002597577024514,0.0036325734283578,0.0161170004173066,5298059003.411114,5298059003.411114
14,TEMA,0.0002599591375566,0.0036614467481703,0.0161232483562289,9207862005.805325,9207862005.805325
35,TEMA,0.000260059008156,0.0036891270684103,0.0161263451580333,4803998326.486287,4803998326.486287
67,DCPERIOD,0.0002600845923603,0.0036131261761232,0.0161271383810122,5298059003.411595,5298059003.411595
49,PLUS_DM,0.0002600967910352,0.0036264056709982,0.0161275165799082,5235873279.07547,5235873279.07547
66,DCPERIOD,0.0002601071396568,0.0035616278395378,0.0161278374141388,5298059003.410858,5298059003.410858
66,HT_DCPHASE,0.0002601207800503,0.0035618224894045,0.0161282602921187,5298059003.410864,5298059003.410864
67,MFI,0.0002601704134623,0.0035806746280649,0.0161297989281433,5298059003.411451,5298059003.411451
48,PHASE,0.0002602308765583,0.0035996675949799,0.0161316730861467,5235873279.075067,5235873279.075067
60,Real Upper Band,0.0002602637382251,0.0036218864381579,0.0161326915988991,5617779485.151059,5617779485.151059
63,ULTOSC,0.000260264788965,0.003572259073942,0.0161327241644126,5235873279.07516,5235873279.07516
15,1. open,0.0002604957575735,0.004745140244254,0.0161398809652849,8599584660.419163,8599584660.419163
65,DEMA,0.0002606026047,0.003666546133581,0.0161431906604632,5298059003.411568,5298059003.411568
13,SAR,0.0002606379452077,0.0038093875057732,0.0161442852182359,5003705566.285929,5003705566.285929
66,PLUS_DM,0.0002607850808421,0.003625357872778,0.0161488414705855,5298059003.411084,5298059003.411084
17,EMA,0.0002609154579773,0.0035857184486715,0.016152877699573,5653451757.6284485,5653451757.6284485
63,DX,0.0002610975324742,0.0036150017341423,0.0161585126937561,5235873279.075214,5235873279.075214
66,SMA_SMA3,0.0002611095859822,0.0036026378766673,0.0161588856664772,5298059003.410942,5298059003.410942
64,TEMA,0.000261158943351,0.0036364532156745,0.0161604128459333,4855356955.22119,4855356955.22119
65,PHASE,0.0002611666579815,0.0035734100897532,0.0161606515333234,5298059003.411091,5298059003.411091
51,Unnamed: 0,0.0002615460579908,0.0036109623322414,0.0161723856617043,5235873279.074981,5235873279.074981
18,EMA,0.0002616143545477,0.0035838740074089,0.0161744970415685,5653451757.628363,5653451757.628363
64,SAR,0.0002617037770316,0.003577445404662,0.0161772611103248,4855356955.220504,4855356955.220504
49,Real Upper Band,0.0002620038241723,0.0035882483600443,0.0161865321848873,5617779485.150656,5617779485.150656
10,PLUS_DI,0.0002620042644664,0.0036276350731361,0.0161865457855118,5653451757.629042,5653451757.629042
16,TEMA,0.0002620488723731,0.0035941925688655,0.0161879236584922,7327007273.955043,7327007273.955043
66,ULTOSC,0.0002620881309358,0.0036337462209524,0.0161891362010411,5298059003.411076,5298059003.411076
22,MACD_Signal,0.0002621816662162,0.0035894393963308,0.0161920247719737,5653451757.6286,5653451757.6286
44,EMA,0.0002622735761467,0.0037253125184831,0.0161948626467378,5235873279.075411,5235873279.075411
5,EMA,0.0002623044417931,0.0037490446344657,0.0161958155643099,5003705566.285889,5003705566.285889
47,1. open,0.0002623224243396,0.0041986276752933,0.0161963707150586,6860273054.136628,6860273054.136628
5,MOM,0.0002623357240449,0.0037787534429073,0.0161967812865691,5003705566.285893,5003705566.285893
53,1. open,0.0002624750692667,0.0041429332391583,0.0162010823486185,7936835530.691477,7936835530.691477
13,1. open,0.0002625952300912,0.0047207723250526,0.0162047903439462,8372310178.048109,8372310178.048109
50,Real Upper Band,0.000262599925313,0.0036040188716925,0.0162049352147135,5617779485.150757,5617779485.150757
67,TEMA,0.0002627715411748,0.0036079612396351,0.0162102295225828,4855356955.221072,4855356955.221072
57,Real Upper Band,0.0002627970872032,0.0035769915554225,0.0162110174635404,5617779485.150776,5617779485.150776
63,CCI,0.0002628141150937,0.0035981255790506,0.0162115426500292,5235873279.075318,5235873279.075318
22,KAMA,0.0002628214944435,0.0035898019818905,0.0162117702439772,5653451757.628706,5653451757.628706
63,BOP,0.0002628675813652,0.0036400385849861,0.0162131915847936,5235873279.075279,5235873279.075279
67,HT_TRENDLINE,0.0002629254871718,0.0035641206532773,0.0162149772485765,5298059003.411418,5298059003.411418
67,SAR,0.0002629776832503,0.0036201777331529,0.0162165866707609,4855356955.221126,4855356955.221126
34,TEMA,0.0002629961650871,0.0036949198673088,0.0162171565043669,4803998326.48655,4803998326.48655
63,MINUS_DM,0.0002630652797344,0.0036284753296754,0.0162192872757863,5235873279.07523,5235873279.07523
61,TRIX,0.0002632441162898,0.0036106391555252,0.0162247994221763,5235873279.075249,5235873279.075249
25,TEMA,0.0002633138855287,0.0035801461760426,0.0162269493598992,7363384760.559265,7363384760.559265
67,HT_DCPHASE,0.0002633664760008,0.0036193616009378,0.0162285697460007,5298059003.411591,5298059003.411591
15,TEMA,0.0002636198780752,0.0036012938247419,0.0162363751519622,7327007273.955039,7327007273.955039
25,1. open,0.0002637943831379,0.0046539810399313,0.0162417481552314,8110781975.04058,8110781975.04058
45,1. open,0.0002639379457215,0.0042346284732888,0.0162461671086319,6860273054.136809,6860273054.136809
64,DEMA,0.0002639713541606,0.0036577325421746,0.0162471952705898,5298059003.411602,5298059003.411602
65,WILLR,0.0002641577156732,0.0036105205261365,0.0162529294489716,5298059003.411414,5298059003.411414
26,TEMA,0.0002642276403574,0.0035657648166517,0.0162550804475858,7363384760.559357,7363384760.559357
3,EMA,0.0002642520877495,0.0037141754364628,0.0162558324225339,4740002630.348177,4740002630.348177
16,FastK,0.0002642876199824,0.0036075554287626,0.016256925293007,5653451757.6285,5653451757.6285
23,1. open,0.000264373679014,0.0046800723516494,0.0162595719197659,8110781975.040068,8110781975.040068
67,Chaikin A/D,0.0002643746046173,0.0036037394007823,0.0162596003830764,5298059003.41155,5298059003.41155
56,MIDPRICE,0.0002645393236539,0.0036133932117986,0.0162646648798523,5235873279.074971,5235873279.074971
6,PLUS_DI,0.0002646864640384,0.0037255015475008,0.0162691875654079,5003705566.285785,5003705566.285785
67,ADOSC,0.0002647052036786,0.0035830282353542,0.0162697634794923,5298059003.411487,5298059003.411487
67,PHASE,0.0002647116235483,0.0036389776820231,0.0162699607727964,5298059003.4117775,5298059003.4117775
61,1. open,0.0002647495105466,0.0041300389183535,0.0162711250547293,6366573764.998458,6366573764.998458
28,EMA,0.0002647824407395,0.0036174770642141,0.0162721369444693,5628606580.751805,5628606580.751805
15,EMA,0.0002648741494412,0.0036291610733272,0.0162749546678702,5653451757.628572,5653451757.628572
55,TRANGE,0.000265011951089,0.0036065112478486,0.0162791876667437,5235873279.0752125,5235873279.0752125
21,1. open,0.000265186460962,0.0046315358183379,0.0162845466919416,8110781975.039958,8110781975.039958
11,1. open,0.0002652146359689,0.0047662682016703,0.0162854117531295,8714987753.81434,8714987753.81434
67,EMA,0.0002652588605604,0.0036019684233912,0.0162867694942989,5298059003.411533,5298059003.411533
67,SMA_SMA3,0.00026537238269,0.0036335924823729,0.0162902542242312,5298059003.411704,5298059003.411704
9,TEMA,0.00026556217742,0.0036593230783879,0.0162960785902638,9207862005.805267,9207862005.805267
49,SAR,0.0002656321983957,0.0036085189832503,0.0162982268482109,4793171230.884797,4793171230.884797
67,LEAD SINE,0.0002656342641325,0.0035891019888865,0.0162982902211415,5298059003.411503,5298059003.411503
67,ATR,0.0002658179479424,0.0036099106770162,0.016303924311112,5298059003.4115715,5298059003.4115715
54,TEMA,0.0002659928255013,0.0035811082963826,0.016309286480449,4793171230.884576,4793171230.884576
67,MIDPOINT,0.0002660400607091,0.0036216183207315,0.0163107345238992,5298059003.411603,5298059003.411603
67,OBV,0.0002660690567207,0.0036048197305121,0.0163116233625199,5298059003.411536,5298059003.411536
67,NATR,0.0002660966106131,0.0036136649083923,0.016312467949796,5298059003.411584,5298059003.411584
56,TEMA,0.0002663366423777,0.003654375880106,0.0163198236013053,4793171230.88491,4793171230.88491
67,SINE,0.0002663441710029,0.0036044775448655,0.0163200542585798,5298059003.4114275,5298059003.4114275
31,1. open,0.0002664209266927,0.0046490724612832,0.0163224056649966,8110781975.040245,8110781975.040245
51,5. volume,0.0002664363535234,0.0036389433703945,0.0163228782242427,5235873279.075079,5235873279.075079
66,SAR,0.0002664368067204,0.0036211264485102,0.0163228921065001,4855356955.220451,4855356955.220451
